"행정구역별(읍면동)","항목","단위","2015 년","2016 년","2017 년","2018 년",
"중구","외국인-여자","명","2051","2026","2080","2132",
"중구","가구-계","가구","44634","45249","47262","50199",
"중구","일반가구","가구","43276","43924","45897","48828",
"중구","집단가구","가구","50","46","56","74",
"중구","외국인가구","가구","1308","1279","1309","1297",
"중구","주택-계","호","41170","41529","42011","43765",
"중구","단독주택","호","7570","7858","8010","8080",
"중구","아파트","호","23895","23895","23928","25530",
"중구","연립주택","호","1622","1636","1772","1796",
"중구","다세대주택","호","7434","7491","7641","7694",
"중구","비거주용 건물내 주택","호","649","649","660","665",
"중구","주택이외의 거처","호","2924","3254","3718","4171",
"동구","총인구","명","71054","69449","68171","65185",
"동구","남자","명","35690","34899","34284","32761",
"동구","여자","명","35364","34550","33887","32424",
"동구","내국인-계","명","69957","68369","67066","63981",
"동구","내국인-남자","명","35085","34305","33677","32090",
"동구","내국인-여자","명","34872","34064","33389","31891",
"동구","외국인-계","명","1097","1080","1105","1204",
"동구","외국인-남자","명","605","594","607","671",
"동구","외국인-여자","명","492","486","498","533",
"동구","가구-계","가구","27312","26921","26796","26108",
"동구","일반가구","가구","26952","26576","26449","25737",
"동구","집단가구","가구","10","14","17","18",
"동구","외국인가구","가구","350","331","330","353",
"동구","주택-계","호","25474","25507","25063","25011",
"동구","단독주택","호","7682","7653","7138","7065",
"동구","아파트","호","14393","14393","14393","14393",
"동구","연립주택","호","188","188","258","258",
"동구","다세대주택","호","2916","2980","2987","3012",
"동구","비거주용 건물내 주택","호","295","293","287","283",
"동구","주택이외의 거처","호","409","501","524","535",
"남구","총인구","명","405746","416414","421851","",
"남구","남자","명","205639","210957","213845","",
"남구","여자","명","200107","205457","208006","",
"남구","내국인-계","명","397396","407404","411539","",
"남구","내국인-남자","명","201358","206387","208501","",
"남구","내국인-여자","명","196038","201017","203038","",
"남구","외국인-계","명","8350","9010","10312","",
"남구","외국인-남자","명","4281","4570","5344","",
"남구","외국인-여자","명","4069","4440","4968","",
"남구","가구-계","가구","159620","165620","170460","",
"남구","일반가구","가구","156760","162564","166978","",
"남구","집단가구","가구","108","83","114","",
"남구","외국인가구","가구","2752","2973","3368","",
"남구","주택-계","호","133023","138880","141760","",
"남구","단독주택","호","23203","22478","22015","",
"남구","아파트","호","56428","61250","63322","",
"남구","연립주택","호","2703","3018","3561","",
"남구","다세대주택","호","49111","50564","51241","",
"남구","비거주용 건물내 주택","호","1578","1570","1621","",
"남구","주택이외의 거처","호","6438","8508","11057","",
"연수구","총인구","명","317172","329886","337595","349963",
"연수구","남자","명","158521","164549","168613","174622",
"연수구","여자","명","158651","165337","168982","175341",
"연수구","내국인-계","명","309541","320536","325673","334732",
"연수구","내국인-남자","명","154556","159732","162312","166555",
"연수구","내국인-여자","명","154985","160804","163361","168177",
"연수구","외국인-계","명","7631","9350","11922","15231",
"연수구","외국인-남자","명","3965","4817","6301","8067",
"연수구","외국인-여자","명","3666","4533","5621","7164",
"연수구","가구-계","가구","109931","116091","119930","125118",
"연수구","일반가구","가구","107358","112840","115927","120190",
"연수구","집단가구","가구","58","39","77","84",
"연수구","외국인가구","가구","2515","3212","3926","4844",
"연수구","주택-계","호","96889","99299","101399","109637",
"연수구","단독주택","호","4060","3688","3602","3547",
"연수구","아파트","호","85866","88380","90389","98631",
"연수구","연립주택","호","816","839","872","891",
"연수구","다세대주택","호","5835","6092","6235","6273",
"연수구","비거주용 건물내 주택","호","312","300","301","295",
"연수구","주택이외의 거처","호","3066","4854","5474","5856",
"남동구","총인구","명","527324","528939","534050","537389",
"남동구","남자","명","265206","265857","268108","269790",
"남동구","여자","명","262118","263082","265942","267599",
"남동구","내국인-계","명","512816","514309","519064","520814",
"남동구","내국인-남자","명","254998","255798","257948","258792",
"남동구","내국인-여자","명","257818","258511","261116","262022",
"남동구","외국인-계","명","14508","14630","14986","16575",
"남동구","외국인-남자","명","10208","10059","10160","10998",
"남동구","외국인-여자","명","4300","4571","4826","5577",
"남동구","가구-계","가구","193783","196605","200748","205814",
"남동구","일반가구","가구","190088","192717","196858","201623",
"남동구","집단가구","가구","138","90","111","129",
"남동구","외국인가구","가구","3557","3798","3779","4062",
"남동구","주택-계","호","171768","173212","177023","181834",
"남동구","단독주택","호","8698","8687","8565","8443",
"남동구","아파트","호","115732","116816","120154","124017",
"남동구","연립주택","호","1610","1714","2003","2472",
"남동구","다세대주택","호","44457","44732","45049","45644",
"남동구","비거주용 건물내 주택","호","1271","1263","1252","1258",
"남동구","주택이외의 거처","호","9296","11285","13493","15233",
"부평구","총인구","명","548461","544319","538236","525014",
"부평구","남자","명","272632","270273","266995","260408",
"부평구","여자","명","275829","274046","271241","264606",
"부평구","내국인-계","명","536210","530744","522227","506644",
"부평구","내국인-남자","명","266329","263272","258824","251075",
"부평구","내국인-여자","명","269881","267472","263403","255569",
"부평구","외국인-계","명","12251","13575","16009","18370",
"부평구","외국인-남자","명","6303","7001","8171","9333",
"부평구","외국인-여자","명","5948","6574","7838","9037",
"부평구","가구-계","가구","203509","203908","204175","202267",
"부평구","일반가구","가구","198939","198909","198443","195852",
"부평구","집단가구","가구","109","81","92","107",
"부평구","외국인가구","가구","4461","4918","5640","6308",
"부평구","주택-계","호","173141","175123","173133","171740",
"부평구","단독주택","호","14885","14642","13064","12523",
"부평구","아파트","호","106696","108658","108199","107643",
"부평구","연립주택","호","4282","4303","4383","4491",
"부평구","다세대주택","호","45773","46048","46044","45676",
"부평구","비거주용 건물내 주택","호","1505","1472","1443","1407",
"부평구","주택이외의 거처","호","8411","11430","15966","17210",
"계양구","총인구","명","327311","323196","318104","307598",
"계양구","남자","명","163077","160863","158179","152614",
"계양구","여자","명","164234","162333","159925","154984",
"계양구","내국인-계","명","323645","319456","314224","303392",
"계양구","내국인-남자","명","161415","159185","156413","150709",
"계양구","내국인-여자","명","162230","160271","157811","152683",
"계양구","외국인-계","명","3666","3740","3880","4206",
"계양구","외국인-남자","명","1662","1678","1766","1905",
"계양구","외국인-여자","명","2004","2062","2114","2301",
"계양구","가구-계","가구","117591","117247","117201","115300",
"계양구","일반가구","가구","116403","116055","115976","114050",
"계양구","집단가구","가구","62","53","65","72",
"계양구","외국인가구","가구","1126","1139","1160","1178",
"계양구","주택-계","호","107880","108431","108663","107446",
"계양구","단독주택","호","4079","4109","4094","3940",
"계양구","아파트","호","68277","68528","68650","67942",
"계양구","연립주택","호","2108","2108","2149","1828",
"계양구","다세대주택","호","32740","33013","33090","33060",
"계양구","비거주용 건물내 주택","호","676","673","680","676",
"계양구","주택이외의 거처","호","3557","3784","3782","3849",
"서구","총인구","명","499540","506040","509776","532713",
"서구","남자","명","254279","257518","259613","271338",
"서구","여자","명","245261","248522","250163","261375",
"서구","내국인-계","명","484764","491187","494399","516402",
"서구","내국인-남자","명","244161","247447","249250","260292",
"서구","내국인-여자","명","240603","243740","245149","256110",
"서구","외국인-계","명","14776","14853","15377","16311",
"서구","외국인-남자","명","10118","10071","10363","11046",
"서구","외국인-여자","명","4658","4782","5014","5265",
"서구","가구-계","가구","175376","178831","182582","194339",
"서구","일반가구","가구","171503","174707","178307","189779",
"서구","집단가구","가구","97","90","113","126",
"서구","외국인가구","가구","3776","4034","4162","4434",
"서구","주택-계","호","159559","161740","165819","178078",
"서구","단독주택","호","8080","8416","8645","8715",
"서구","아파트","호","103434","103579","106269","117547",
"서구","연립주택","호","6973","8144","8743","9147",
"서구","다세대주택","호","40043","40586","41172","41703",
"서구","비거주용 건물내 주택","호","1029","1015","990","966",
"서구","주택이외의 거처","호","4571","5668","6669","6858",
"미추홀구","총인구","명","","","","415102",
"미추홀구","남자","명","","","","209360",
"미추홀구","여자","명","","","","205742",
"미추홀구","내국인-계","명","","","","404443",
"미추홀구","내국인-남자","명","","","","203951",
"미추홀구","내국인-여자","명","","","","200492",
"미추홀구","외국인-계","명","","","","10659",
"미추홀구","외국인-남자","명","","","","5409",
"미추홀구","외국인-여자","명","","","","5250",
"미추홀구","가구-계","가구","","","","166596",
"미추홀구","일반가구","가구","","","","162813",
"미추홀구","집단가구","가구","","","","131",
"미추홀구","외국인가구","가구","","","","3652",
"미추홀구","주택-계","호","","","","144504",
"미추홀구","단독주택","호","","","","21817",
"미추홀구","아파트","호","","","","65638",
"미추홀구","연립주택","호","","","","3756",
"미추홀구","다세대주택","호","","","","51406",
"미추홀구","비거주용 건물내 주택","호","","","","1887",
"미추홀구","주택이외의 거처","호","","","","12515",
"강화군","총인구","명","62291","62741","63737","64432",
"강화군","남자","명","31298","31592","32025","32378",
"강화군","여자","명","30993","31149","31712","32054",
"강화군","내국인-계","명","61354","61758","62753","63322",
"강화군","내국인-남자","명","30724","30983","31416","31674",
"강화군","내국인-여자","명","30630","30775","31337","31648",
"강화군","외국인-계","명","937","983","984","1110",
"강화군","외국인-남자","명","574","609","609","704",
"강화군","외국인-여자","명","363","374","375","406",
"강화군","가구-계","가구","25426","25775","26402","27045",
"강화군","일반가구","가구","25133","25477","26103","26728",
"강화군","집단가구","가구","67","57","61","65",
"강화군","외국인가구","가구","226","241","238","252",
"강화군","주택-계","호","26609","26660","27350","27991",
"강화군","단독주택","호","19269","19268","19859","20335",
"강화군","아파트","호","2344","2344","2344","2344",
"강화군","연립주택","호","960","991","1011","1017",
"강화군","다세대주택","호","3474","3520","3577","3731",
"강화군","비거주용 건물내 주택","호","562","537","559","564",
"강화군","주택이외의 거처","호","973","1083","1155","1252",
"옹진군","총인구","명","18642","18905","19294","19207",
"옹진군","남자","명","10627","10827","11004","10983",
"옹진군","여자","명","8015","8078","8290","8224",
"옹진군","내국인-계","명","18416","18687","19082","18938",
"옹진군","내국인-남자","명","10476","10675","10855","10796",
"옹진군","내국인-여자","명","7940","8012","8227","8142",
"옹진군","외국인-계","명","226","218","212","269",
"옹진군","외국인-남자","명","151","152","149","187",
"옹진군","외국인-여자","명","75","66","63","82",
"옹진군","가구-계","가구","9115","9160","9450","9255",
"옹진군","일반가구","가구","9005","9059","9347","9149",
"옹진군","집단가구","가구","14","14","12","12",
"옹진군","외국인가구","가구","96","87","91","94",
"옹진군","주택-계","호","6731","7691","7367","7953",
"옹진군","단독주택","호","5388","5833","5876","5968",
"옹진군","아파트","호","281","720","281","647",
"옹진군","연립주택","호","327","327","327","328",
"옹진군","다세대주택","호","563","627","680","799",
"옹진군","비거주용 건물내 주택","호","172","184","203","211",
"옹진군","주택이외의 거처","호","319","324","338","344",
"광주광역시","총인구","명","1502881","1501557","1496172","1490092",
"광주광역시","남자","명","748867","747303","745122","741728",
"광주광역시","여자","명","754014","754254","751050","748364",
"광주광역시","내국인-계","명","1481289","1477856","1470120","1460259",
"광주광역시","내국인-남자","명","736656","734092","730590","725127",
"광주광역시","내국인-여자","명","744633","743764","739530","735132",
"광주광역시","외국인-계","명","21592","23701","26052","29833",
"광주광역시","외국인-남자","명","12211","13211","14532","16601",
"광주광역시","외국인-여자","명","9381","10490","11520","13232",
"광주광역시","가구-계","가구","573181","575918","583068","586263",
"광주광역시","일반가구","가구","567157","569372","575732","578559",
"광주광역시","집단가구","가구","438","340","389","404",
"광주광역시","외국인가구","가구","5586","6206","6947","7300",
"광주광역시","주택-계","호","486527","494547","505471","514767",
"광주광역시","단독주택","호","88401","87351","86652","85194",
"광주광역시","아파트","호","376731","384750","395976","406329",
"광주광역시","연립주택","호","7396","8353","8427","8810",
"광주광역시","다세대주택","호","8517","8502","8505","8561",
"광주광역시","비거주용 건물내 주택","호","5482","5591","5911","5873",
"광주광역시","주택이외의 거처","호","10625","11510","13413","13538",
"동구","총인구","명","104173","101293","100914","99870",
"동구","남자","명","52286","50763","50531","49942",
"동구","여자","명","51887","50530","50383","49928",
"동구","내국인-계","명","102759","99827","99346","97653",
"동구","내국인-남자","명","51580","50024","49730","48758",
"동구","내국인-여자","명","51179","49803","49616","48895",
"동구","외국인-계","명","1414","1466","1568","2217",
"동구","외국인-남자","명","706","739","801","1184",
"동구","외국인-여자","명","708","727","767","1033",
"동구","가구-계","가구","44297","43773","44089","43709",
"동구","일반가구","가구","43841","43348","43634","43155",
"동구","집단가구","가구","64","44","49","54",
"동구","외국인가구","가구","392","381","406","500",
"동구","주택-계","호","32068","32210","33266","34905",
"동구","단독주택","호","13637","12998","12614","12150",
"동구","아파트","호","14148","15075","16485","18515",
"동구","연립주택","호","949","961","964","1049",
"동구","다세대주택","호","2406","2281","2257","2252",
"동구","비거주용 건물내 주택","호","928","895","946","939",
"동구","주택이외의 거처","호","1478","1442","1484","1460",
"서구","총인구","명","305512","309176","306054","302189",
"서구","남자","명","151010","152661","151371","149109",
"서구","여자","명","154502","156515","154683","153080",
"서구","내국인-계","명","303510","307155","304048","299936",
"서구","내국인-남자","명","150014","151698","150450","148047",
"서구","내국인-여자","명","153496","155457","153598","151889",
"서구","외국인-계","명","2002","2021","2006","2253",
"서구","외국인-남자","명","996","963","921","1062",
"서구","외국인-여자","명","1006","1058","1085","1191",
"서구","가구-계","가구","118970","121493","122837","122667",
"서구","일반가구","가구","118202","120798","122103","121889",
"서구","집단가구","가구","69","41","50","56",
"서구","외국인가구","가구","699","654","684","722",
"서구","주택-계","호","97973","101978","103503","104649",
"서구","단독주택","호","14562","14272","14272","14140",
"서구","아파트","호","79993","84021","85485","86609",
"서구","연립주택","호","1065","1142","1162","1328",
"서구","다세대주택","호","1519","1550","1550","1540",
"서구","비거주용 건물내 주택","호","834","993","1034","1032",
"서구","주택이외의 거처","호","3545","3801","4512","4621",
"남구","총인구","명","221759","220733","219256","217345",
"남구","남자","명","107673","106966","106202","105079",
"남구","여자","명","114086","113767","113054","112266",
"남구","내국인-계","명","220222","219105","217638","215519",
"남구","내국인-남자","명","107016","106297","105561","104369",
"남구","내국인-여자","명","113206","112808","112077","111150",
"남구","외국인-계","명","1537","1628","1618","1826",
"남구","외국인-남자","명","657","669","641","710",
"남구","외국인-여자","명","880","959","977","1116",
"남구","가구-계","가구","83918","84311","84836","85021",
"남구","일반가구","가구","83484","83897","84399","84578",
"남구","집단가구","가구","55","55","63","49",
"남구","외국인가구","가구","379","359","374","394",
"남구","주택-계","호","73586","74729","75784","76688",
"남구","단독주택","호","17078","16961","16661","16369",
"남구","아파트","호","53153","54210","55541","56746",
"남구","연립주택","호","1313","1496","1483","1481",
"남구","다세대주택","호","1224","1245","1236","1236",
"남구","비거주용 건물내 주택","호","818","817","863","856",
"남구","주택이외의 거처","호","1019","973","1511","1417",
"북구","총인구","명","459715","453155","450323","450023",
"북구","남자","명","229791","226055","224448","224400",
"북구","여자","명","229924","227100","225875","225623",
"북구","내국인-계","명","454835","447948","444731","443928",
"북구","내국인-남자","명","227434","223576","221759","221455",
"북구","내국인-여자","명","227401","224372","222972","222473",
"북구","외국인-계","명","4880","5207","5592","6095",
"북구","외국인-남자","명","2357","2479","2689","2945",
"북구","외국인-여자","명","2523","2728","2903","3150",
"북구","가구-계","가구","178485","175279","176793","178763",
"북구","일반가구","가구","177056","173862","175203","177427",
"북구","집단가구","가구","109","81","97","100",
"북구","외국인가구","가구","1320","1336","1493","1236",
"북구","주택-계","호","149640","150634","154667","158154",
"북구","단독주택","호","25204","25123","24970","24416",
"북구","아파트","호","117517","118575","122601","126669",
"북구","연립주택","호","2157","2154","2189","2188",
"북구","다세대주택","호","2682","2720","2753","2757",
"북구","비거주용 건물내 주택","호","2080","2062","2154","2124",
"북구","주택이외의 거처","호","2628","2690","2970","3037",
"광산구","총인구","명","411722","417200","419625","420665",
"광산구","남자","명","208107","210858","212570","213198",
"광산구","여자","명","203615","206342","207055","207467",
"광산구","내국인-계","명","399963","403821","404357","403223",
"광산구","내국인-남자","명","200612","202497","203090","202498",
"광산구","내국인-여자","명","199351","201324","201267","200725",
"광산구","외국인-계","명","11759","13379","15268","17442",
"광산구","외국인-남자","명","7495","8361","9480","10700",
"광산구","외국인-여자","명","4264","5018","5788","6742",
"광산구","가구-계","가구","147511","151062","154513","156103",
"광산구","일반가구","가구","144574","147467","150393","151510",
"광산구","집단가구","가구","141","119","130","145",
"광산구","외국인가구","가구","2796","3476","3990","4448",
"광산구","주택-계","호","133260","134996","138251","140371",
"광산구","단독주택","호","17920","17997","18135","18119",
"광산구","아파트","호","111920","112869","115864","117790",
"광산구","연립주택","호","1912","2600","2629","2764",
"광산구","다세대주택","호","686","706","709","776",
"광산구","비거주용 건물내 주택","호","822","824","914","922",
"광산구","주택이외의 거처","호","1955","2604","2936","3003",
"대전광역시","총인구","명","1538394","1535445","1525849","1511214",
"대전광역시","남자","명","772243","770971","765718","758035",
"대전광역시","여자","명","766151","764474","760131","753179",
"대전광역시","내국인-계","명","1519314","1515758","1505315","1488356",
"대전광역시","내국인-남자","명","763310","761749","756015","747076",
"대전광역시","내국인-여자","명","756004","754009","749300","741280",
"대전광역시","외국인-계","명","19080","19687","20534","22858",
"대전광역시","외국인-남자","명","8933","9222","9703","10959",
"대전광역시","외국인-여자","명","10147","10465","10831","11899",
"대전광역시","가구-계","가구","588395","596752","604490","608260",
"대전광역시","일반가구","가구","582504","590698","597736","602175",
"대전광역시","집단가구","가구","420","338","437","481",
"대전광역시","외국인가구","가구","5471","5716","6317","5604",
"대전광역시","주택-계","호","468885","474193","479161","486764",
"대전광역시","단독주택","호","81292","81384","81107","80885",
"대전광역시","아파트","호","338250","343223","348033","355517",
"대전광역시","연립주택","호","10068","10156","10208","10378",
"대전광역시","다세대주택","호","34151","34413","34590","34764",
"대전광역시","비거주용 건물내 주택","호","5124","5017","5223","5220",
"대전광역시","주택이외의 거처","호","10676","10810","11942","11860",
"동구","총인구","명","247975","243612","239752","237297",
"동구","남자","명","125189","122826","121017","119833",
"동구","여자","명","122786","120786","118735","117464",
"동구","내국인-계","명","243881","239367","234986","231744",
"동구","내국인-남자","명","123421","120993","118821","117144",
"동구","내국인-여자","명","120460","118374","116165","114600",
"동구","외국인-계","명","4094","4245","4766","5553",
"동구","외국인-남자","명","1768","1833","2196","2689",
"동구","외국인-여자","명","2326","2412","2570","2864",
"동구","가구-계","가구","101019","100167","100642","100706",
"동구","일반가구","가구","100111","99152","99302","99157",
"동구","집단가구","가구","88","77","97","109",
"동구","외국인가구","가구","820","938","1243","1440",
"동구","주택-계","호","77218","77569","76777","78580",
"동구","단독주택","호","20051","19922","19765","19612",
"동구","아파트","호","46817","47225","46533","48413",
"동구","연립주택","호","2183","2230","2227","2248",
"동구","다세대주택","호","7017","7061","7107","7166",
"동구","비거주용 건물내 주택","호","1150","1131","1145","1141",
"동구","주택이외의 거처","호","963","967","1064","1066",
"중구","총인구","명","250434","246904","243540","239284",
"중구","남자","명","123975","122142","120356","117939",
"중구","여자","명","126459","124762","123184","121345",
"중구","내국인-계","명","248584","245091","241733","237337",
"중구","내국인-남자","명","123258","121452","119658","117203",
"중구","내국인-여자","명","125326","123639","122075","120134",
"중구","외국인-계","명","1850","1813","1807","1947",
"중구","외국인-남자","명","717","690","698","736",
"중구","외국인-여자","명","1133","1123","1109","1211",
"중구","가구-계","가구","95581","95584","96177","96448",
"중구","일반가구","가구","94909","94941","95532","95807",
"중구","집단가구","가구","80","57","87","85",
"중구","외국인가구","가구","592","586","558","556",
"중구","주택-계","호","80402","80574","81427","81931",
"중구","단독주택","호","19059","19037","18855","18524",
"중구","아파트","호","49628","49696","50567","51232",
"중구","연립주택","호","2275","2291","2306","2439",
"중구","다세대주택","호","8011","8166","8212","8272",
"중구","비거주용 건물내 주택","호","1429","1384","1487","1464",
"중구","주택이외의 거처","호","1205","1155","1306","1319",
"서구","총인구","명","491507","491430","487449","484492",
"서구","남자","명","242100","242008","239928","238128",
"서구","여자","명","249407","249422","247521","246364",
"서구","내국인-계","명","487660","487452","483493","480243",
"서구","내국인-남자","명","240430","240326","238247","236333",
"서구","내국인-여자","명","247230","247126","245246","243910",
"서구","외국인-계","명","3847","3978","3956","4249",
"서구","외국인-남자","명","1670","1682","1681","1795",
"서구","외국인-여자","명","2177","2296","2275","2454",
"서구","가구-계","가구","187892","191568","193300","195409",
"서구","일반가구","가구","186517","190211","191868","194136",
"서구","집단가구","가구","107","73","96","99",
"서구","외국인가구","가구","1268","1284","1336","1174",
"서구","주택-계","호","143769","146366","147097","149952",
"서구","단독주택","호","20617","20727","20597","20691",
"서구","아파트","호","112944","115337","116047","118791",
"서구","연립주택","호","2456","2520","2562","2546",
"서구","다세대주택","호","6798","6859","6927","6951",
"서구","비거주용 건물내 주택","호","954","923","964","973",
"서구","주택이외의 거처","호","3787","3649","4040","3997",
"유성구","총인구","명","350015","359057","366639","365833",
"유성구","남자","명","180320","185416","188954","188741",
"유성구","여자","명","169695","173641","177685","177092",
"유성구","내국인-계","명","343420","352245","359459","357732",
"유성구","내국인-남자","명","176938","181865","185285","184527",
"유성구","내국인-여자","명","166482","170380","174174","173205",
"유성구","외국인-계","명","6595","6812","7180","8101",
"유성구","외국인-남자","명","3382","3551","3669","4214",
"유성구","외국인-여자","명","3213","3261","3511","3887",
"유성구","가구-계","가구","128450","134422","140386","141924",
"유성구","일반가구","가구","126231","132178","137871","140085",
"유성구","집단가구","가구","98","81","103","129",
"유성구","외국인가구","가구","2121","2163","2412","1710",
"유성구","주택-계","호","105937","107888","113276","114934",
"유성구","단독주택","호","10514","10663","10888","11154",
"유성구","아파트","호","89327","91224","96318","97677",
"유성구","연립주택","호","1656","1566","1566","1585",
"유성구","다세대주택","호","3649","3645","3663","3668",
"유성구","비거주용 건물내 주택","호","791","790","841","850",
"유성구","주택이외의 거처","호","3749","4042","4463","4390",
"대덕구","총인구","명","198463","194442","188469","184308",
"대덕구","남자","명","100659","98579","95463","93394",
"대덕구","여자","명","97804","95863","93006","90914",
"대덕구","내국인-계","명","195769","191603","185644","181300",
"대덕구","내국인-남자","명","99263","97113","94004","91869",
"대덕구","내국인-여자","명","96506","94490","91640","89431",
"대덕구","외국인-계","명","2694","2839","2825","3008",
"대덕구","외국인-남자","명","1396","1466","1459","1525",
"대덕구","외국인-여자","명","1298","1373","1366","1483",
"대덕구","가구-계","가구","75453","75011","73985","73773",
"대덕구","일반가구","가구","74736","74216","73163","72990",
"대덕구","집단가구","가구","47","50","54","59",
"대덕구","외국인가구","가구","670","745","768","724",
"대덕구","주택-계","호","61559","61796","60584","61367",
"대덕구","단독주택","호","11051","11035","11002","10904",
"대덕구","아파트","호","39534","39741","38568","39404",
"대덕구","연립주택","호","1498","1549","1547","1560",
"대덕구","다세대주택","호","8676","8682","8681","8707",
"대덕구","비거주용 건물내 주택","호","800","789","786","792",
"대덕구","주택이외의 거처","호","972","997","1069","1088",
"울산광역시","총인구","명","1166615","1166033","1157077","1150116",
"울산광역시","남자","명","606924","605618","600093","595795",
"울산광역시","여자","명","559691","560415","556984","554321",
"울산광역시","내국인-계","명","1136755","1137241","1130476","1122954",
"울산광역시","내국인-남자","명","587603","587458","583739","579263",
"울산광역시","내국인-여자","명","549152","549783","546737","543691",
"울산광역시","외국인-계","명","29860","28792","26601","27162",
"울산광역시","외국인-남자","명","19321","18160","16354","16532",
"울산광역시","외국인-여자","명","10539","10632","10247","10630",
"울산광역시","가구-계","가구","434058","435829","437889","439930",
"울산광역시","일반가구","가구","423412","426027","428720","431391",
"울산광역시","집단가구","가구","239","198","221","243",
"울산광역시","외국인가구","가구","10407","9604","8948","8296",
"울산광역시","주택-계","호","357674","361273","371300","379741",
"울산광역시","단독주택","호","66190","66653","67247","66764",
"울산광역시","아파트","호","253010","256003","264440","273230",
"울산광역시","연립주택","호","7564","7575","8030","8080",
"울산광역시","다세대주택","호","24585","24838","25102","25226",
"울산광역시","비거주용 건물내 주택","호","6325","6204","6481","6441",
"울산광역시","주택이외의 거처","호","7444","9235","10119","10518",
"읍부","총인구","명","154247","153175","152775","170611",
"읍부","남자","명","81063","80504","80370","89508",
"읍부","여자","명","73184","72671","72405","81103",
"읍부","내국인-계","명","147106","146182","146362","163796",
"읍부","내국인-남자","명","76341","75953","76197","85151",
"읍부","내국인-여자","명","70765","70229","70165","78645",
"읍부","외국인-계","명","7141","6993","6413","6815",
"읍부","외국인-남자","명","4722","4551","4173","4357",
"읍부","외국인-여자","명","2419","2442","2240","2458",
"읍부","가구-계","가구","54435","54231","54801","62696",
"읍부","일반가구","가구","51532","51560","52436","60260",
"읍부","집단가구","가구","28","32","31","34",
"읍부","외국인가구","가구","2875","2639","2334","2402",
"읍부","주택-계","호","47019","47233","48891","56848",
"읍부","단독주택","호","8262","8318","8445","9838",
"읍부","아파트","호","34322","34450","35859","42233",
"읍부","연립주택","호","1191","1185","1205","1207",
"읍부","다세대주택","호","2499","2539","2578","2725",
"읍부","비거주용 건물내 주택","호","745","741","804","845",
"읍부","주택이외의 거처","호","812","988","912","1119",
"면부","총인구","명","68492","68931","69389","54223",
"면부","남자","명","35791","35921","36262","28658",
"면부","여자","명","32701","33010","33127","25565",
"면부","내국인-계","명","64895","65409","66134","51182",
"면부","내국인-남자","명","32989","33156","33725","26184",
"면부","내국인-여자","명","31906","32253","32409","24998",
"면부","외국인-계","명","3597","3522","3255","3041",
"면부","외국인-남자","명","2802","2765","2537","2474",
"면부","외국인-여자","명","795","757","718","567",
"면부","가구-계","가구","27421","27951","28591","22666",
"면부","일반가구","가구","26523","27107","27777","22018",
"면부","집단가구","가구","48","45","52","59",
"면부","외국인가구","가구","850","799","762","589",
"면부","주택-계","호","26162","26373","27663","22458",
"면부","단독주택","호","12642","12772","13082","11829",
"면부","아파트","호","11182","11206","11736","8012",
"면부","연립주택","호","415","415","799","799",
"면부","다세대주택","호","1334","1414","1452","1314",
"면부","비거주용 건물내 주택","호","589","566","594","504",
"면부","주택이외의 거처","호","1019","1430","1471","1351",
"동부","총인구","명","943876","943927","934913","925282",
"동부","남자","명","490070","489193","483461","477629",
"동부","여자","명","453806","454734","451452","447653",
"동부","내국인-계","명","924754","925650","917980","907976",
"동부","내국인-남자","명","478273","478349","473817","467928",
"동부","내국인-여자","명","446481","447301","444163","440048",
"동부","외국인-계","명","19122","18277","16933","17306",
"동부","외국인-남자","명","11797","10844","9644","9701",
"동부","외국인-여자","명","7325","7433","7289","7605",
"동부","가구-계","가구","352202","353647","354497","354568",
"동부","일반가구","가구","345357","347360","348507","349113",
"동부","집단가구","가구","163","121","138","150",
"동부","외국인가구","가구","6682","6166","5852","5305",
"동부","주택-계","호","284493","287667","294746","300435",
"동부","단독주택","호","45286","45563","45720","45097",
"동부","아파트","호","207506","210347","216845","222985",
"동부","연립주택","호","5958","5975","6026","6074",
"동부","다세대주택","호","20752","20885","21072","21187",
"동부","비거주용 건물내 주택","호","4991","4897","5083","5092",
"동부","주택이외의 거처","호","5613","6817","7736","8048",
"중구","총인구","명","236988","236954","233343","227054",
"중구","남자","명","120967","120843","118977","115519",
"중구","여자","명","116021","116111","114366","111535",
"중구","내국인-계","명","234073","233995","230436","224067",
"중구","내국인-남자","명","119576","119459","117671","114211",
"중구","내국인-여자","명","114497","114536","112765","109856",
"중구","외국인-계","명","2915","2959","2907","2987",
"중구","외국인-남자","명","1391","1384","1306","1308",
"중구","외국인-여자","명","1524","1575","1601","1679",
"중구","가구-계","가구","90312","90536","90480","88820",
"중구","일반가구","가구","89073","89344","89318","87707",
"중구","집단가구","가구","30","21","22","24",
"중구","외국인가구","가구","1209","1171","1140","1089",
"중구","주택-계","호","69071","69630","71312","71510",
"중구","단독주택","호","15465","15658","15663","15604",
"중구","아파트","호","43609","43890","45368","45605",
"중구","연립주택","호","1845","1887","1929","1935",
"중구","다세대주택","호","6781","6869","6980","6991",
"중구","비거주용 건물내 주택","호","1371","1326","1372","1375",
"중구","주택이외의 거처","호","1347","1515","1597","1607",
"남구","총인구","명","341363","338196","333117","327561",
"남구","남자","명","175212","173201","170349","167350",
"남구","여자","명","166151","164995","162768","160211",
"남구","내국인-계","명","334380","331388","326711","320765",
